location,sample date,Dissolved oxygen,Water temperature
Boonsri,25-Jul-08,7.35,25
Boonsri,25-Jul-08,7.54,25
Boonsri,25-Jul-08,7.23,25.1
Kohsoom,27-Jul-08,7.92,24
Boonsri,03-Aug-08,7.39,27.5
Boonsri,03-Aug-08,7.8,27.3
Boonsri,03-Aug-08,7.56,27.5
Kannika,08-Aug-08,7.7,26
Kannika,08-Aug-08,7.77,26
Kannika,08-Aug-08,7.6,26
Sakda,08-Aug-08,6.56,26
Sakda,08-Aug-08,6.81,26
Sakda,08-Aug-08,6.73,26
Boonsri,10-Aug-08,7.19,24.5
Boonsri,10-Aug-08,7.35,24
Boonsri,10-Aug-08,7.03,24.5
Somchair,11-Aug-08,6.8,26
Busarakhan,11-Aug-08,6.3,26
Boonsri,22-Aug-08,6.97,24
Boonsri,22-Aug-08,6.8,22
Boonsri,22-Aug-08,6.64,23.5
Chai,23-Aug-08,6.1,27
Chai,23-Aug-08,6.1,27
Chai,23-Aug-08,6.4,27
Boonsri,28-Aug-08,5.94,23
Boonsri,28-Aug-08,6.59,22.5
Boonsri,28-Aug-08,7,23
Kohsoom,31-Aug-08,7.69,19.5
Chai,31-Aug-08,8.4,20
Chai,31-Aug-08,8.8,20
Chai,31-Aug-08,8.2,20
Boonsri,05-Sep-08,6.92,20.5
Boonsri,05-Sep-08,6.68,21
Boonsri,05-Sep-08,6.51,21
Sakda,06-Sep-08,7.55,21
Sakda,06-Sep-08,7.56,21
Sakda,06-Sep-08,7.6,21
Kannika,07-Sep-08,8.14,21
Kannika,07-Sep-08,8.1,21
Kannika,07-Sep-08,8.09,21
Chai,11-Sep-08,8,22
Chai,11-Sep-08,8.1,22
Chai,11-Sep-08,8.4,22
Boonsri,13-Sep-08,8.63,21
Boonsri,13-Sep-08,8.47,20.5
Boonsri,18-Sep-08,8.54,20
Somchair,21-Sep-08,6.7,21
Busarakhan,21-Sep-08,5.9,22
Chai,25-Sep-08,7.9,18
Chai,25-Sep-08,7.7,17
Chai,25-Sep-08,7.8,18
Boonsri,26-Sep-08,8.14,20.5
Kohsoom,28-Sep-08,7.69,19.5
Boonsri,03-Oct-08,6.86,20
Boonsri,03-Oct-08,6.98,20.5
Boonsri,03-Oct-08,6.82,20
Boonsri,10-Oct-08,7.19,19
Boonsri,10-Oct-08,7.43,19.5
Boonsri,10-Oct-08,7.02,19
Kannika,12-Oct-08,9.19,17.5
Kannika,12-Oct-08,9.08,17.5
Kannika,12-Oct-08,9.27,17.5
Sakda,12-Oct-08,7.66,17.5
Sakda,12-Oct-08,7.44,17.5
Sakda,12-Oct-08,7.57,17.5
Boonsri,17-Oct-08,8.43,14.5
Boonsri,17-Oct-08,8.26,14
Boonsri,17-Oct-08,8.26,14
Chai,17-Oct-08,8.8,16
Chai,17-Oct-08,8.4,16
Chai,17-Oct-08,8.8,16
Somchair,19-Oct-08,8.4,11
Busarakhan,19-Oct-08,7.4,11
Boonsri,24-Oct-08,8.18,18
Boonsri,24-Oct-08,8.01,17.5
Boonsri,24-Oct-08,7.85,18
Kohsoom,26-Oct-08,8.98,17
Chai,30-Oct-08,9.7,12
Chai,30-Oct-08,9.4,12
Chai,30-Oct-08,9.5,12
Boonsri,01-Nov-08,9.15,13
Boonsri,01-Nov-08,9.23,12.5
Boonsri,01-Nov-08,8.99,13.5
Kannika,07-Nov-08,10.89,8
Kannika,07-Nov-08,10.98,8
Kannika,07-Nov-08,10.99,8
Sakda,07-Nov-08,9.1,8.5
Sakda,07-Nov-08,9.06,8.5
Sakda,07-Nov-08,9.08,8.5
Chai,15-Nov-08,10.7,13
Chai,15-Nov-08,10.6,13
Chai,15-Nov-08,10.7,13
Somchair,17-Nov-08,9.8,10
Busarakhan,17-Nov-08,10.4,10
Chai,21-Nov-08,8.4,10
Chai,21-Nov-08,9.3,8
Chai,21-Nov-08,9.5,10
Kohsoom,27-Nov-08,9.42,11.5
Boonsri,28-Nov-08,10.34,9.2
Boonsri,28-Nov-08,10.54,9.2
Boonsri,28-Nov-08,10.3,9.2
Somchair,05-Dec-08,10.1,8.5
Busarakhan,05-Dec-08,9.6,8.5
Boonsri,12-Dec-08,9.89,8
Boonsri,12-Dec-08,9.11,8
Boonsri,12-Dec-08,8.87,8
Chai,12-Dec-08,11.2,6
Chai,12-Dec-08,11.5,5
Chai,12-Dec-08,11.9,6
Kannika,12-Dec-08,9.58,7.5
Kannika,12-Dec-08,9.38,7.5
Kannika,12-Dec-08,9.47,7.5
Sakda,12-Dec-08,10.32,7.5
Sakda,12-Dec-08,10.23,7.5
Sakda,12-Dec-08,10.24,7.5
Somchair,15-Dec-08,9.5,7
Busarakhan,15-Dec-08,10.8,7
Kohsoom,19-Dec-08,10.58,7
Kannika,09-Jan-09,11.08,5
Kannika,09-Jan-09,11.07,5
Kannika,09-Jan-09,11.17,5
Sakda,09-Jan-09,10.76,5
Sakda,09-Jan-09,10.54,5
Sakda,09-Jan-09,10.65,5
Boonsri,11-Jan-09,11.1,6
Boonsri,11-Jan-09,11.39,6
Boonsri,11-Jan-09,10.74,6
Chai,11-Jan-09,9.6,6.5
Chai,11-Jan-09,10.4,6
Chai,11-Jan-09,10.7,5.5
Tansanee,12-Jan-09,11.82,3.5
Achara,15-Jan-09,10.9,6.5
Chai,18-Jan-09,8.7,5
Chai,18-Jan-09,9.5,4
Chai,18-Jan-09,9.7,5
Decha,21-Jan-09,13.2,5.1
Somchair,24-Jan-09,9.5,6
Busarakhan,24-Jan-09,9.2,6
Boonsri,29-Jan-09,10.82,4
Kohsoom,29-Jan-09,10.24,6
Tansanee,07-Feb-09,12.38,4
Chai,08-Feb-09,9.3,6
Chai,08-Feb-09,10,5
Chai,08-Feb-09,10.7,6
Achara,13-Feb-09,11.7,5.5
Kannika,13-Feb-09,11.68,6.5
Kannika,13-Feb-09,10.56,6.5
Kannika,13-Feb-09,10.69,6.5
Sakda,13-Feb-09,10.72,6.5
Sakda,13-Feb-09,10.61,6.5
Sakda,13-Feb-09,10.71,6.5
Boonsri,14-Feb-09,11.06,6
Boonsri,14-Feb-09,11.46,6
Boonsri,14-Feb-09,11.23,6
Somchair,14-Feb-09,11.2,6
Busarakhan,14-Feb-09,13.3,6
Decha,17-Feb-09,13.04,4.3
Kohsoom,26-Feb-09,10.41,5.5
Chai,26-Feb-09,11.8,5
Chai,26-Feb-09,11.9,5
Chai,26-Feb-09,11.3,5
Boonsri,27-Feb-09,11.01,5
Boonsri,27-Feb-09,11.25,5
Boonsri,27-Feb-09,11.09,5
Boonsri,06-Mar-09,10.89,9
Boonsri,06-Mar-09,10.43,9
Boonsri,06-Mar-09,10.59,9
Tansanee,13-Mar-09,13.43,7
Kannika,13-Mar-09,10.38,7.5
Kannika,13-Mar-09,10.37,7.5
Kannika,13-Mar-09,10.37,7.5
Sakda,13-Mar-09,10.12,7.5
Sakda,13-Mar-09,10.14,7.5
Sakda,13-Mar-09,10.23,7.5
Decha,17-Mar-09,11.9,9.6
Boonsri,19-Mar-09,10.1,11
Boonsri,19-Mar-09,9.86,11.5
Boonsri,19-Mar-09,9.76,11
Achara,19-Mar-09,11.9,13
Chai,20-Mar-09,8.1,11
Chai,20-Mar-09,8.5,10
Chai,20-Mar-09,10.1,11
Somchair,27-Mar-09,9.7,8
Busarakhan,27-Mar-09,10,8
Chai,28-Mar-09,10.1,10
Chai,28-Mar-09,10.4,10
Chai,28-Mar-09,9.7,10
Kohsoom,29-Mar-09,9.19,9.5
Boonsri,12-Apr-09,10.64,13.5
Boonsri,12-Apr-09,10.7,13
Boonsri,12-Apr-09,10.69,12.5
Achara,17-Apr-09,11.3,16
Kannika,17-Apr-09,8.74,12.5
Kannika,17-Apr-09,8.75,12.5
Kannika,17-Apr-09,8.75,12.5
Sakda,17-Apr-09,7.99,12.5
Sakda,17-Apr-09,7.8,12.5
Sakda,17-Apr-09,7.98,12.5
Chai,18-Apr-09,8.5,14
Chai,18-Apr-09,10.1,13
Chai,18-Apr-09,9.8,14
Boonsri,23-Apr-09,8.99,17.5
Boonsri,23-Apr-09,8.98,17
Boonsri,23-Apr-09,9.07,17
Decha,23-Apr-09,11.8,8
Kohsoom,24-Apr-09,8.25,18
Somchair,25-Apr-09,7.9,16
Busarakhan,25-Apr-09,8.3,15
Tansanee,25-Apr-09,7.23,16
Chai,26-Apr-09,11.3,16
Chai,26-Apr-09,11.5,15
Chai,26-Apr-09,11.6,16
Boonsri,04-May-09,7.83,18
Boonsri,04-May-09,8,18
Boonsri,04-May-09,7.83,18
Kannika,08-May-09,11.1,16.5
Kannika,08-May-09,11.1,16.5
Kannika,08-May-09,11.1,16.5
Sakda,08-May-09,9.26,16.5
Sakda,08-May-09,9.27,16.5
Sakda,08-May-09,9.26,16.5
Tansanee,16-May-09,10.84,22
Decha,17-May-09,12.1,22
Achara,17-May-09,6.5,21
Boonsri,21-May-09,6.74,21.5
Boonsri,21-May-09,6.74,20.5
Boonsri,21-May-09,6.66,20
Chai,21-May-09,7.6,17
Chai,21-May-09,9.2,17
Chai,21-May-09,8.4,17.5
Somchair,25-May-09,7.9,24
Busarakhan,25-May-09,7.6,24
Kohsoom,28-May-09,8.1,24
Chai,30-May-09,8.5,18
Chai,30-May-09,8.7,18
Chai,30-May-09,8.3,18
Tansanee,06-Jun-09,14.85,24
Boonsri,12-Jun-09,6.02,24.5
Boonsri,12-Jun-09,6.26,24.5
Boonsri,12-Jun-09,6.1,24.5
Achara,12-Jun-09,9,26
Kannika,12-Jun-09,7.01,24.2
Kannika,12-Jun-09,7.1,24.2
Kannika,12-Jun-09,7.09,24.2
Sakda,12-Jun-09,6.76,24
Sakda,12-Jun-09,6.72,24
Sakda,12-Jun-09,6.79,24
Chai,14-Jun-09,6.8,22
Chai,14-Jun-09,7.6,22
Chai,14-Jun-09,7,22
Decha,20-Jun-09,9.87,24.8
Boonsri,25-Jun-09,5.68,27.5
Boonsri,25-Jun-09,5.96,28
Boonsri,25-Jun-09,5.55,27.5
Kohsoom,25-Jun-09,6.96,27
Chai,27-Jun-09,6.9,24
Chai,27-Jun-09,6.9,24
Chai,27-Jun-09,7.1,24
Somchair,28-Jun-09,7.7,23
Busarakhan,28-Jun-09,7.5,23
Tansanee,03-Jul-09,10.15,26
Chai,09-Jul-09,7.2,22
Chai,09-Jul-09,6.8,22
Chai,09-Jul-09,6.9,22
Achara,11-Jul-09,7.1,22
Kannika,11-Jul-09,8.07,25
Kannika,11-Jul-09,8.11,25
Kannika,11-Jul-09,8.08,25
Sakda,11-Jul-09,7.92,24
Sakda,11-Jul-09,7.96,24
Sakda,11-Jul-09,7.94,24
Boonsri,12-Jul-09,5.71,19
Boonsri,12-Jul-09,6.03,19
Boonsri,12-Jul-09,5.87,19
Decha,19-Jul-09,7.8,27.6
Boonsri,23-Jul-09,6.67,27
Boonsri,23-Jul-09,6.75,27
Boonsri,23-Jul-09,6.92,26.5
Chai,24-Jul-09,6.9,25
Chai,24-Jul-09,6.7,24
Chai,24-Jul-09,6.8,25
Somchair,26-Jul-09,8,24
Busarakhan,26-Jul-09,8.2,25
Kohsoom,30-Jul-09,6.72,24
Tansanee,02-Aug-09,10.09,20
Kannika,08-Aug-09,7.15,25
Kannika,08-Aug-09,7.21,25
Kannika,08-Aug-09,7.33,25
Sakda,08-Aug-09,7.1,25
Sakda,08-Aug-09,7.31,25
Sakda,08-Aug-09,7.22,25
Achara,13-Aug-09,6.4,21
Decha,17-Aug-09,8.12,21
Kohsoom,20-Aug-09,6.88,20
Boonsri,21-Aug-09,6.7,25
Boonsri,21-Aug-09,6.82,24.5
Boonsri,21-Aug-09,6.42,25
Chai,23-Aug-09,7.5,28
Chai,23-Aug-09,7.6,26
Chai,23-Aug-09,7.7,28
Somchair,28-Aug-09,7.8,24
Busarakhan,28-Aug-09,8,24
Chai,31-Aug-09,7.4,26
Chai,31-Aug-09,7.7,25
Chai,31-Aug-09,7.6,26
Tansanee,05-Sep-09,12.13,22
Sakda,07-Sep-09,7.3,22
Sakda,07-Sep-09,7.8,22
Sakda,07-Sep-09,7.4,22
Boonsri,09-Sep-09,6.42,19
Boonsri,09-Sep-09,6.37,18.5
Boonsri,09-Sep-09,5.73,18.3
Kannika,09-Sep-09,6.69,20.5
Kannika,09-Sep-09,6.53,20.5
Kannika,09-Sep-09,6.4,20.5
Achara,10-Sep-09,8.7,17
Decha,18-Sep-09,9.61,15.5
Kohsoom,21-Sep-09,7.25,20
Chai,22-Sep-09,8.4,18.4
Chai,22-Sep-09,8.7,18.4
Chai,22-Sep-09,8.6,18.4
Somchair,24-Sep-09,8.5,19.1
Busarakhan,24-Sep-09,8.5,19.5
Kannika,27-Sep-09,8.9,19.8
Kannika,27-Sep-09,8.9,19.8
Tansanee,04-Oct-09,12.94,17
Chai,05-Oct-09,8.6,17
Chai,05-Oct-09,8.7,17
Chai,05-Oct-09,8.5,17
Sakda,08-Oct-09,8.54,18
Sakda,08-Oct-09,8.75,18
Sakda,08-Oct-09,8.63,18
Kannika,10-Oct-09,7.72,17
Kannika,10-Oct-09,7.56,17
Kannika,10-Oct-09,7.61,17
Achara,11-Oct-09,9.2,17
Chai,19-Oct-09,8.8,16.5
Chai,19-Oct-09,8.6,16.5
Chai,19-Oct-09,8.7,16.5
Boonsri,22-Oct-09,9.58,10
Boonsri,22-Oct-09,9.66,10
Boonsri,22-Oct-09,9.58,9.5
Kohsoom,29-Oct-09,6.99,11.5
Somchair,30-Oct-09,9,14
Busarakhan,30-Oct-09,9.1,14
Chai,31-Oct-09,8.8,14
Chai,31-Oct-09,8.9,13
Chai,31-Oct-09,8.9,14
Boonsri,07-Nov-09,9.1,10
Boonsri,07-Nov-09,8.78,10
Boonsri,07-Nov-09,9.02,9.5
Kannika,13-Nov-09,9.49,9
Kannika,13-Nov-09,9.63,8
Kannika,13-Nov-09,9.52,9
Sakda,13-Nov-09,10.23,9
Sakda,13-Nov-09,10.33,8
Sakda,13-Nov-09,10.43,9
Somchair,14-Nov-09,10.1,6
Busarakhan,14-Nov-09,9.9,6
Chai,16-Nov-09,10.1,5
Chai,16-Nov-09,10.2,5
Chai,16-Nov-09,10.1,5
Tansanee,16-Nov-09,9.79,6
Achara,19-Nov-09,11.5,8
Decha,20-Nov-09,12.9,6.7
Chai,21-Nov-09,10.2,7.5
Chai,21-Nov-09,9.1,7.5
Chai,21-Nov-09,9.7,7.5
Kohsoom,26-Nov-09,9.36,3.6
Chai,29-Nov-09,10.4,8.5
Chai,29-Nov-09,10.3,8.5
Chai,29-Nov-09,10.2,8.5
Chai,05-Dec-09,10.2,11
Chai,05-Dec-09,10.1,11
Chai,05-Dec-09,10.3,11
Kannika,05-Dec-09,10.92,4.8
Kannika,05-Dec-09,10.86,4.8
Kannika,05-Dec-09,11.1,4.8
Sakda,05-Dec-09,10.85,4.8
Sakda,05-Dec-09,10.7,4.8
Sakda,05-Dec-09,10.93,4.8
Tansanee,06-Dec-09,12.24,3
Kohsoom,10-Dec-09,7.48,7
Achara,10-Dec-09,11.8,6
Decha,12-Dec-09,14,6
Boonsri,13-Dec-09,11.11,3.5
Boonsri,13-Dec-09,10.61,3.5
Boonsri,13-Dec-09,11.11,3.5
Chai,13-Dec-09,10.8,5
Chai,13-Dec-09,10.7,5
Chai,13-Dec-09,10.8,5
Somchair,19-Dec-09,10,3
Busarakhan,19-Dec-09,9.8,3
Chai,21-Dec-09,10.6,3
Chai,21-Dec-09,10.4,3
Chai,21-Dec-09,10.5,3
Kannika,10-Jan-10,10.34,0.5
Kannika,10-Jan-10,10.58,0.5
Kannika,10-Jan-10,10.6,0.5
Sakda,10-Jan-10,11.89,0.5
Sakda,10-Jan-10,12.1,0.5
Sakda,10-Jan-10,11.99,0.5
Achara,16-Jan-10,12.5,4
Decha,17-Jan-10,13.2,2.2
Chai,17-Jan-10,10.4,0
Chai,17-Jan-10,10.3,0
Chai,17-Jan-10,10.3,0
Tansanee,23-Jan-10,8.91,1
Somchair,24-Jan-10,12.4,2
Busarakhan,24-Jan-10,12.6,2
Boonsri,28-Jan-10,12.37,4
Kohsoom,28-Jan-10,8.99,4
Chai,29-Jan-10,11.9,2
Chai,29-Jan-10,11.9,2
Chai,29-Jan-10,11.8,2
Tansanee,07-Feb-10,9.23,3
Kannika,07-Feb-10,12.05,5
Kannika,07-Feb-10,12.23,5
Kannika,07-Feb-10,12.29,5
Sakda,07-Feb-10,10.19,5
Sakda,07-Feb-10,10.28,5
Sakda,07-Feb-10,10.32,5
Somchair,14-Feb-10,12.5,5
Busarakhan,14-Feb-10,12.7,4
Boonsri,18-Feb-10,13.94,1
Boonsri,18-Feb-10,11.89,1
Boonsri,18-Feb-10,12.46,1
Kohsoom,18-Feb-10,9.15,2.5
Decha,19-Feb-10,12.7,1
Achara,20-Feb-10,14.3,5
Chai,20-Feb-10,12.1,4
Chai,20-Feb-10,12.3,4
Chai,20-Feb-10,12.4,4
Chai,28-Feb-10,12.2,5
Chai,28-Feb-10,12.4,5
Chai,28-Feb-10,12.3,5
Tansanee,11-Mar-10,9.63,9
Kannika,12-Mar-10,9.47,8.9
Kannika,12-Mar-10,9.88,8
Kannika,12-Mar-10,9.75,8
Sakda,12-Mar-10,9.06,8
Sakda,12-Mar-10,9.29,8.5
Sakda,12-Mar-10,9.42,8
Decha,18-Mar-10,12.1,7.08
Chai,18-Mar-10,12,11
Chai,18-Mar-10,12.4,10
Chai,18-Mar-10,12,10
Achara,19-Mar-10,12,6
Somchair,20-Mar-10,11.5,10
Busarakhan,20-Mar-10,11.4,10.5
Kohsoom,24-Mar-10,6.18,12
Boonsri,25-Mar-10,10.27,9
Boonsri,25-Mar-10,10.27,8.5
Boonsri,25-Mar-10,10.6,9
Chai,28-Mar-10,9.1,15
Chai,28-Mar-10,9.2,15
Chai,28-Mar-10,9.1,15
Kannika,08-Apr-10,8.82,11
Kannika,08-Apr-10,9.03,11.5
Kannika,08-Apr-10,8.99,11
Sakda,08-Apr-10,9.7,11
Sakda,08-Apr-10,9.81,11
Sakda,08-Apr-10,9.78,11
Tansanee,11-Apr-10,3.8,16
Achara,16-Apr-10,10.2,11
Chai,16-Apr-10,11.5,8
Chai,16-Apr-10,11.4,8
Chai,16-Apr-10,10.9,8
Decha,17-Apr-10,12.2,17.5
Somchair,18-Apr-10,10.8,14
Busarakhan,18-Apr-10,10.1,14
Kohsoom,21-Apr-10,5.07,17
Boonsri,22-Apr-10,9.74,11
Boonsri,22-Apr-10,10.07,10.5
Boonsri,22-Apr-10,9.9,11
Chai,23-Apr-10,9.1,15
Chai,23-Apr-10,9,14
Chai,23-Apr-10,9,15
Chai,09-May-10,8.8,15
Chai,09-May-10,8.9,15
Chai,09-May-10,8.9,15
Kannika,14-May-10,8.1,17
Kannika,14-May-10,8.4,17
Kannika,14-May-10,8.41,17
Sakda,14-May-10,7.49,17
Sakda,14-May-10,7.62,17
Sakda,14-May-10,7.7,17
Tansanee,15-May-10,5.86,9
Boonsri,19-May-10,8.52,19
Boonsri,19-May-10,8.93,18.5
Boonsri,19-May-10,8.94,19
Decha,19-May-10,9.3,21.3
Achara,20-May-10,7.5,20
Somchair,22-May-10,9.8,20
Busarakhan,22-May-10,9.5,20
Kohsoom,26-May-10,5.86,19.5
Chai,29-May-10,7.7,20
Chai,29-May-10,7.8,20
Chai,29-May-10,8.3,20
Tansanee,05-Jun-10,8.03,21
Somchair,13-Jun-10,8.3,25
Busarakhan,13-Jun-10,8.2,25
Decha,17-Jun-10,9.2,19.5
Achara,17-Jun-10,8,18
Chai,17-Jun-10,8.1,26
Chai,17-Jun-10,8.3,24
Chai,17-Jun-10,8.4,25
Kannika,19-Jun-10,7.94,24.2
Kannika,19-Jun-10,7.8,24.2
Kannika,19-Jun-10,7.39,24.2
Sakda,19-Jun-10,7.56,24.2
Sakda,19-Jun-10,7.81,24.2
Sakda,19-Jun-10,7.26,24.2
Boonsri,23-Jun-10,9.75,23
Boonsri,23-Jun-10,8.77,22.5
Boonsri,23-Jun-10,6.9,23
Kohsoom,23-Jun-10,5.64,26
Chai,30-Jun-10,7.9,25
Chai,30-Jun-10,7.8,25
Chai,30-Jun-10,7.9,25
Chai,15-Jul-10,7.8,25
Chai,15-Jul-10,7.6,24
Chai,15-Jul-10,7.4,25
Decha,16-Jul-10,10.6,19.3
Achara,16-Jul-10,7.5,22
Kannika,18-Jul-10,7.8,29
Kannika,18-Jul-10,7.6,29.2
Kannika,18-Jul-10,7.4,29
Sakda,18-Jul-10,7.4,25
Sakda,18-Jul-10,7.7,24
Sakda,18-Jul-10,7.3,25
Somchair,22-Jul-10,7.5,23
Busarakhan,22-Jul-10,7.9,23
Tansanee,22-Jul-10,15.96,26
Boonsri,24-Jul-10,6.76,23
Boonsri,24-Jul-10,6.76,21
Boonsri,24-Jul-10,6.6,22.5
Kohsoom,28-Jul-10,5.37,26
Chai,11-Aug-10,7,27
Chai,11-Aug-10,7.1,26.5
Chai,11-Aug-10,7,27
Achara,12-Aug-10,8.1,23
Tansanee,14-Aug-10,12.31,28
Kannika,14-Aug-10,6.74,25
Kannika,14-Aug-10,6.89,25
Kannika,14-Aug-10,6.41,25
Sakda,14-Aug-10,6.86,26
Sakda,14-Aug-10,6.55,26
Sakda,14-Aug-10,6.87,26
Boonsri,18-Aug-10,7.01,24
Boonsri,18-Aug-10,5.31,23.5
Boonsri,18-Aug-10,5.4,24
Decha,21-Aug-10,13.5,21.6
Chai,26-Aug-10,7.8,25
Chai,26-Aug-10,8.1,24
Chai,26-Aug-10,7.9,25
Kohsoom,26-Aug-10,5.1,26
Somchair,28-Aug-10,7.5,25
Busarakhan,28-Aug-10,6.7,25
Kannika,02-Sep-10,8.39,24
Kannika,02-Sep-10,8.61,24
Kannika,02-Sep-10,8.67,24
Sakda,02-Sep-10,7.66,24
Sakda,02-Sep-10,7.48,24
Sakda,02-Sep-10,7.63,24
Chai,04-Sep-10,9.4,28
Chai,04-Sep-10,9.1,26
Chai,04-Sep-10,8.5,26
Tansanee,10-Sep-10,10.73,21
Decha,16-Sep-10,9.2,15
Achara,17-Sep-10,9.8,15
Boonsri,25-Sep-10,7.74,16
Boonsri,25-Sep-10,6.59,15.5
Boonsri,25-Sep-10,7,16
Kohsoom,29-Sep-10,9.48,14
Somchair,30-Sep-10,8.8,16
Busarakhan,30-Sep-10,8,16
Chai,13-Oct-10,8.1,20
Chai,13-Oct-10,8.9,20
Chai,13-Oct-10,8.4,20
Tansanee,15-Oct-10,7.89,16.5
Kannika,15-Oct-10,8.02,15.5
Kannika,15-Oct-10,7.94,15.5
Kannika,15-Oct-10,7.91,15.5
Sakda,15-Oct-10,8.2,15.7
Sakda,15-Oct-10,8.25,15.7
Sakda,15-Oct-10,8.3,15.7
Decha,19-Oct-10,10.2,13.2
Kohsoom,20-Oct-10,4.96,15
Boonsri,21-Oct-10,9.14,15
Boonsri,21-Oct-10,9.06,14.5
Boonsri,21-Oct-10,8.98,15
Achara,22-Oct-10,10.3,13
Somchair,29-Oct-10,8.8,10
Busarakhan,29-Oct-10,9.1,11
Chai,29-Oct-10,9.8,16
Chai,29-Oct-10,9.5,16
Chai,29-Oct-10,10,16.5
Kannika,09-Nov-10,9.26,12.5
Kannika,09-Nov-10,9.4,12.5
Kannika,09-Nov-10,9.41,12.5
Sakda,10-Nov-10,9.32,12.6
Sakda,10-Nov-10,9.26,12.6
Sakda,10-Nov-10,9.29,12.6
Chai,13-Nov-10,11.3,10
Chai,13-Nov-10,11,9
Chai,13-Nov-10,11.1,10
Boonsri,18-Nov-10,9.6,6
Boonsri,18-Nov-10,9.76,6.1
Boonsri,18-Nov-10,9.44,6
Decha,18-Nov-10,13.5,3
Achara,19-Nov-10,11.1,3
Tansanee,19-Nov-10,10.58,8
Kohsoom,24-Nov-10,10.85,1.5
Chai,26-Nov-10,11.4,4
Chai,26-Nov-10,11.2,3
Chai,26-Nov-10,11,3
Somchair,27-Nov-10,11.6,6
Busarakhan,27-Nov-10,11.4,6
Chai,28-Nov-10,11.2,5
Chai,28-Nov-10,11,5.5
Chai,28-Nov-10,11.3,5
Tansanee,04-Dec-10,10.2,8
Somchair,09-Dec-10,11.4,7
Busarakhan,09-Dec-10,11.2,7
Achara,11-Dec-10,11.4,4
Chai,11-Dec-10,10.9,7
Chai,11-Dec-10,10.8,7
Chai,11-Dec-10,10.6,7
Kannika,11-Dec-10,10.37,7
Kannika,11-Dec-10,10.42,7
Kannika,11-Dec-10,10.54,7
Sakda,11-Dec-10,10.75,7
Sakda,11-Dec-10,10.22,7
Sakda,11-Dec-10,10.91,7
Chai,15-Dec-10,11,5
Chai,15-Dec-10,11.3,5
Chai,15-Dec-10,11.1,5
Kohsoom,15-Dec-10,7.04,6.5
Boonsri,16-Dec-10,11.9,3
Decha,16-Dec-10,12,3.4
Chai,18-Dec-10,11,6
Chai,18-Dec-10,11.2,5.5
Chai,18-Dec-10,10.9,6
Sakda,13-Jan-11,11.48,1.8
Sakda,13-Jan-11,11.35,1.8
Sakda,13-Jan-11,11.49,1.8
Chai,14-Jan-11,11.3,5
Chai,14-Jan-11,11.2,5
Chai,14-Jan-11,11,5
Kannika,15-Jan-11,12.19,4
Kannika,15-Jan-11,11.69,4
Kannika,15-Jan-11,12.06,4
Boonsri,20-Jan-11,12.12,4.5
Boonsri,20-Jan-11,12.29,5
Boonsri,20-Jan-11,12.13,5
Decha,21-Jan-11,13,2.3
Achara,21-Jan-11,11.7,3
Achara,22-Jan-11,11.4,4
Chai,26-Jan-11,11.3,11
Chai,26-Jan-11,10.8,11
Chai,26-Jan-11,10.9,11
Kohsoom,26-Jan-11,10.24,1.6
Tansanee,29-Jan-11,8.86,8
Somchair,30-Jan-11,8.2,3
Busarakhan,30-Jan-11,8.5,3
Kannika,10-Feb-11,6.74,5
Kannika,10-Feb-11,6.89,5
Kannika,10-Feb-11,6.41,5
Sakda,10-Feb-11,11.65,6.5
Sakda,10-Feb-11,11.48,6.5
Sakda,10-Feb-11,11.61,6.5
Achara,11-Feb-11,13,5
Chai,11-Feb-11,11.1,10
Chai,11-Feb-11,10.7,10
Chai,11-Feb-11,10.8,10
Kannika,12-Feb-11,10.69,5
Kannika,12-Feb-11,10.65,5
Kannika,12-Feb-11,10.63,5
Boonsri,17-Feb-11,12.46,2
Boonsri,17-Feb-11,11.49,2.5
Boonsri,17-Feb-11,11.92,2
Achara,18-Feb-11,14.4,1
Tansanee,18-Feb-11,11.81,3
Chai,18-Feb-11,11.61,8
Chai,18-Feb-11,11.38,8
Chai,18-Feb-11,11.41,8
Decha,19-Feb-11,14.3,0.2
Kohsoom,25-Feb-11,9.51,2
Somchair,26-Feb-11,12.55,3
Busarakhan,26-Feb-11,13,3
Chai,09-Mar-11,11.79,9
Chai,09-Mar-11,11.66,8.5
Chai,09-Mar-11,11.61,9
Sakda,10-Mar-11,11.83,7
Sakda,10-Mar-11,11.71,7
Sakda,10-Mar-11,11.68,7
Tansanee,11-Mar-11,8.7,5
Kannika,11-Mar-11,10.05,7
Kannika,11-Mar-11,10.15,7
Kannika,11-Mar-11,10.17,7
Decha,17-Mar-11,12.9,4
Achara,18-Mar-11,12.3,7
Boonsri,19-Mar-11,10.9,5
Boonsri,19-Mar-11,10.48,5
Boonsri,19-Mar-11,10.33,5
Chai,25-Mar-11,11.12,6
Chai,25-Mar-11,11.08,5.5
Chai,25-Mar-11,11.1,6
Somchair,26-Mar-11,11.97,8
Busarakhan,26-Mar-11,12.24,8
Kohsoom,30-Mar-11,7.2,7.5
Achara,31-Mar-11,12.58,9
Kannika,06-Apr-11,9.63,10
Kannika,06-Apr-11,9.61,10
Kannika,06-Apr-11,9.59,10
Sakda,07-Apr-11,9.37,10.5
Sakda,07-Apr-11,9.32,10.5
Sakda,07-Apr-11,9.31,10.5
Chai,08-Apr-11,10.81,10
