location,sample date,Orthophosphate-phosphorus,Total phosphorus
Boonsri,24/10/2008,0.014,0.15
Boonsri,24/10/2008,0.01,0.09
Boonsri,24/10/2008,0.013,0.12
Kohsoom,26/10/2008,0.289,0.351
Chai,30/10/2008,0.016,0.0462
Chai,30/10/2008,0.021,0.0728
Chai,30/10/2008,0.027,0.0723
Boonsri,01/11/2008,0.013,0.08
Boonsri,01/11/2008,0.018,0.062
Boonsri,01/11/2008,0.021,0.058
Kannika,07/11/2008,0.036,0.075
Kannika,07/11/2008,0.029,0.065
Kannika,07/11/2008,0.053,0.088
Sakda,07/11/2008,0.055,0.061
Sakda,07/11/2008,0.089,0.116
Sakda,07/11/2008,0.076,0.092
Chai,15/11/2008,0.024,0.061
Chai,15/11/2008,0.017,0.048
Chai,15/11/2008,0.034,0.072
Somchair,17/11/2008,0.033,0.0736
Busarakhan,17/11/2008,0.024,0.067
Chai,21/11/2008,0.035,0.0533
Chai,21/11/2008,0.005,0.0136
Chai,21/11/2008,0.041,0.0427
Kohsoom,27/11/2008,0.488,0.572
Boonsri,28/11/2008,0.027,0.071
Boonsri,28/11/2008,0.019,0.062
Boonsri,28/11/2008,0.009,0.081
Somchair,05/12/2008,0.078,0.0965
Busarakhan,05/12/2008,0.073,0.0947
Boonsri,12/12/2008,0.055,0.1
Boonsri,12/12/2008,0.071,0.14
Boonsri,12/12/2008,0.049,0.12
Chai,12/12/2008,0.0327,0.03
Chai,12/12/2008,0.0164,0.021
Chai,12/12/2008,0.02,0.0248
Kannika,12/12/2008,0.0427,0.0604
Kannika,12/12/2008,0.0315,0.0502
Kannika,12/12/2008,0.0456,0.0682
Sakda,12/12/2008,0.0719,0.0909
Sakda,12/12/2008,0.083,0.0961
Sakda,12/12/2008,0.0846,0.1073
Somchair,15/12/2008,0.0651,0.0752
Busarakhan,15/12/2008,0.0624,0.093
Kohsoom,19/12/2008,0.208,0.286
Kannika,09/01/2009,0.117,0.1232
Kannika,09/01/2009,0.102,0.1208
Kannika,09/01/2009,0.1079,0.123
Sakda,09/01/2009,0.097,0.1047
Sakda,09/01/2009,0.09,0.0914
Sakda,09/01/2009,0.1039,0.108
Boonsri,11/01/2009,0.015,0.039
Boonsri,11/01/2009,0.021,0.039
Boonsri,11/01/2009,0.03,0.036
Chai,11/01/2009,0.112,0.1144
Chai,11/01/2009,0.114,0.137
Chai,11/01/2009,0.093,0.1124
Tansanee,12/01/2009,0.1033,0.312
Achara,15/01/2009,0.1267,0.13
Chai,18/01/2009,0.063,0.088
Chai,18/01/2009,0.065,0.085
Chai,18/01/2009,0.076,0.082
Decha,21/01/2009,0.202,0.82
Somchair,24/01/2009,0.084,0.101
Busarakhan,24/01/2009,0.073,0.095
Boonsri,29/01/2009,0.026,0.035
Kohsoom,29/01/2009,0.319,0.367
Tansanee,07/02/2009,0.007,0.131
Chai,08/02/2009,0.122,0.127
Chai,08/02/2009,0.103,0.11
Chai,08/02/2009,0.12,0.125
Achara,13/02/2009,0.0133,0.05
Kannika,13/02/2009,0.094,0.1
Kannika,13/02/2009,0.091,0.102
Kannika,13/02/2009,0.085,0.1
Sakda,13/02/2009,0.107,0.115
Sakda,13/02/2009,0.1104,0.118
Sakda,13/02/2009,0.109,0.113
Boonsri,14/02/2009,0.045,0.1
Boonsri,14/02/2009,0.02,0.06
Boonsri,14/02/2009,0.024,0.065
Somchair,14/02/2009,0.087,0.098
Busarakhan,14/02/2009,0.097,0.111
Kohsoom,26/02/2009,0.33,0.414
Chai,26/02/2009,0.132,0.149
Chai,26/02/2009,0.136,0.14
Chai,26/02/2009,0.135,0.144
Boonsri,27/02/2009,0.195,0.29
Boonsri,27/02/2009,0.12,0.166
Boonsri,27/02/2009,0.12,0.159
Boonsri,06/03/2009,0.052,0.16
Boonsri,06/03/2009,0.2,0.26
Boonsri,06/03/2009,0.068,0.13
Tansanee,13/03/2009,0.0573,0.152
Kannika,13/03/2009,0.019,0.078
Kannika,13/03/2009,0.106,0.157
Kannika,13/03/2009,0.114,0.143
Sakda,13/03/2009,0.075,0.132
Sakda,13/03/2009,0.075,0.125
Sakda,13/03/2009,0.113,0.147
Decha,17/03/2009,0.011,0.024
Boonsri,19/03/2009,0.013,0.022
Boonsri,19/03/2009,0.021,0.03
Boonsri,19/03/2009,0.03,0.045
Achara,19/03/2009,0.0167,0.05
Chai,20/03/2009,0.145,0.218
Chai,20/03/2009,0.125,0.193
Chai,20/03/2009,0.13,0.187
Somchair,27/03/2009,0.055,0.061
Busarakhan,27/03/2009,0.037,0.042
Chai,28/03/2009,0.029,0.044
Chai,28/03/2009,0.038,0.0419
Chai,28/03/2009,0.038,0.0426
Kohsoom,29/03/2009,0.169,0.288
Boonsri,12/04/2009,0.042,0.095
Boonsri,12/04/2009,0.027,0.072
Boonsri,12/04/2009,0.11,0.166
Achara,17/04/2009,0.0992,0.13
Kannika,17/04/2009,0.078,0.083
Kannika,17/04/2009,0.068,0.079
Kannika,17/04/2009,0.079,0.091
Sakda,17/04/2009,0.14,0.153
Sakda,17/04/2009,0.06,0.074
Sakda,17/04/2009,0.12,0.134
Chai,18/04/2009,0.611,0.78
Chai,18/04/2009,0.164,0.583
Chai,18/04/2009,0.204,0.241
Boonsri,23/04/2009,0.029,0.09
Boonsri,23/04/2009,0.025,0.069
Boonsri,23/04/2009,0.045,0.085
Decha,23/04/2009,0.019,0.043
Kohsoom,24/04/2009,0.138,0.226
Somchair,25/04/2009,0.062,0.079
Busarakhan,25/04/2009,0.048,0.065
Tansanee,25/04/2009,0.0137,0.081
Chai,26/04/2009,0.045,0.05
Chai,26/04/2009,0.105,0.12
Chai,26/04/2009,0.073,0.085
Boonsri,04/05/2009,0.01,0.029
Boonsri,04/05/2009,0.011,0.027
Boonsri,04/05/2009,0.012,0.026
Kannika,08/05/2009,0.035,0.131
Kannika,08/05/2009,0.037,0.143
Kannika,08/05/2009,0.04,0.149
Sakda,08/05/2009,0.047,0.157
Sakda,08/05/2009,0.038,0.129
Sakda,08/05/2009,0.04,0.133
Tansanee,16/05/2009,0,0.253
Decha,17/05/2009,0.02,0.046
Achara,17/05/2009,0.225,0.32
Boonsri,21/05/2009,0.014,0.065
Boonsri,21/05/2009,0.011,0.059
Boonsri,21/05/2009,0.01,0.052
Chai,21/05/2009,0.1107,0.3521
Chai,21/05/2009,0.1141,0.3624
Chai,21/05/2009,0.109,0.3493
Somchair,25/05/2009,0.1208,0.1235
Busarakhan,25/05/2009,0.0931,0.0945
Kohsoom,28/05/2009,0.123,0.214
Chai,30/05/2009,0.089,0.093
Chai,30/05/2009,0.072,0.095
Chai,30/05/2009,0.08,0.087
Tansanee,06/06/2009,0,0.18
Boonsri,12/06/2009,0.03,0.093
Boonsri,12/06/2009,0.023,0.098
Boonsri,12/06/2009,0.02,0.072
Achara,12/06/2009,0.1142,0.2
Kannika,12/06/2009,0.005,0.0175
Kannika,12/06/2009,0.005,0.0169
Kannika,12/06/2009,0.005,0.0193
Sakda,12/06/2009,0.005,0.0239
Sakda,12/06/2009,0.005,0.0295
Sakda,12/06/2009,0.005,0.0248
Chai,14/06/2009,0.005,0.0229
Chai,14/06/2009,0.005,0.0213
Chai,14/06/2009,0.005,0.0206
Decha,20/06/2009,0.081,2.1382
Boonsri,25/06/2009,0.027,0.065
Boonsri,25/06/2009,0.036,0.075
Boonsri,25/06/2009,0.024,0.059
Kohsoom,25/06/2009,0.092,0.177
Chai,27/06/2009,0.024,0.2859
Chai,27/06/2009,0.018,0.1389
Chai,27/06/2009,0.005,0.1435
Somchair,28/06/2009,0.005,0.01
Busarakhan,28/06/2009,0.005,0.01
Tansanee,03/07/2009,0.0297,0.185
Chai,09/07/2009,0.005,0.01
Chai,09/07/2009,0.005,0.01
Chai,09/07/2009,0.005,0.01
Achara,11/07/2009,0.127,0.17
Kannika,11/07/2009,0.026,0.039
Kannika,11/07/2009,0.006,0.023
Kannika,11/07/2009,0.022,0.045
Sakda,11/07/2009,0.005,0.021
Sakda,11/07/2009,0.032,0.044
Sakda,11/07/2009,0.029,0.037
Boonsri,12/07/2009,0.031,0.046
Boonsri,12/07/2009,0.028,0.038
Boonsri,12/07/2009,0.027,0.039
Decha,19/07/2009,0.021,0.021
Boonsri,23/07/2009,0.01,0.02
Boonsri,23/07/2009,0.013,0.02
Boonsri,23/07/2009,0.015,0.023
Chai,24/07/2009,0.008,0.0493
Chai,24/07/2009,0.005,0.051
Chai,24/07/2009,0.005,0.043
Somchair,26/07/2009,0.005,0.0304
Busarakhan,26/07/2009,0.024,0.1357
Kohsoom,30/07/2009,0.071,0.142
Tansanee,02/08/2009,0.01,0.195
Kannika,08/08/2009,0.036,0.0836
Kannika,08/08/2009,0.031,0.0884
Kannika,08/08/2009,0.035,0.0848
Sakda,08/08/2009,0.035,0.0886
Sakda,08/08/2009,0.032,0.0994
Sakda,08/08/2009,0.029,0.0917
Achara,13/08/2009,0.153,0.2
Decha,17/08/2009,0.012,0.09
Kohsoom,20/08/2009,0.235,0.313
Boonsri,21/08/2009,0.02,0.1
Boonsri,21/08/2009,0.02,0.095
Boonsri,21/08/2009,0.016,0.1
Chai,23/08/2009,0.049,0.1193
Chai,23/08/2009,0.044,0.1282
Chai,23/08/2009,0.045,0.1168
Somchair,28/08/2009,0.077,0.0917
Busarakhan,28/08/2009,0.331,0.646
Chai,31/08/2009,0.052,0.0749
Chai,31/08/2009,0.052,0.0773
Chai,31/08/2009,0.052,0.0761
Tansanee,05/09/2009,0.0487,0.161
Sakda,07/09/2009,0.063,0.0814
Sakda,07/09/2009,0.071,0.0809
Sakda,07/09/2009,0.072,0.0821
Boonsri,09/09/2009,0.015,0.095
Boonsri,09/09/2009,0.019,0.068
Boonsri,09/09/2009,0.016,0.056
Kannika,09/09/2009,0.064,0.0763
Kannika,09/09/2009,0.069,0.0795
Kannika,09/09/2009,0.063,0.0776
Achara,10/09/2009,0.143,0.28
Decha,18/09/2009,0.04,0.221
Kohsoom,21/09/2009,0.281,0.376
Chai,22/09/2009,0.084,0.268
Chai,22/09/2009,0.06,0.242
Chai,22/09/2009,0.058,0.19
Somchair,24/09/2009,0.041,0.316
Busarakhan,24/09/2009,0.065,0.367
Kannika,27/09/2009,0.03,0.09
Kannika,27/09/2009,0.037,0.083
Sakda,28/09/2009,0.056,0.193
Sakda,28/09/2009,0.062,0.094
Sakda,28/09/2009,0.013,0.139
Tansanee,04/10/2009,0.019,0.381
Chai,05/10/2009,0.075,0.1044
Chai,05/10/2009,0.071,0.1196
Chai,05/10/2009,0.0948,0.115
Sakda,08/10/2009,0.042,0.2594
Sakda,08/10/2009,0.04,0.2708
Sakda,08/10/2009,0.053,0.2702
Decha,10/10/2009,0.016,0.07
Kannika,10/10/2009,0.019,0.1947
Kannika,10/10/2009,0.151,0.2098
Kannika,10/10/2009,0.055,0.1869
Achara,11/10/2009,0.1173,0.16
Chai,19/10/2009,0.125,0.1272
Chai,19/10/2009,0.11,0.1259
Chai,19/10/2009,0.123,0.1302
Boonsri,22/10/2009,0.042,0.082
Boonsri,22/10/2009,0.025,0.098
Boonsri,22/10/2009,0.025,0.11
Kohsoom,29/10/2009,0.207,0.295
Somchair,30/10/2009,0.053,0.061
Busarakhan,30/10/2009,0.049,0.059
Chai,31/10/2009,0.046,0.225
Chai,31/10/2009,0.064,0.151
Chai,31/10/2009,0.061,0.163
Boonsri,07/11/2009,0.032,0.052
Boonsri,07/11/2009,0.13,0.19
Boonsri,07/11/2009,0.081,0.13
Kannika,13/11/2009,0.053,0.062
Kannika,13/11/2009,0.056,0.067
Kannika,13/11/2009,0.052,0.061
Sakda,13/11/2009,0.052,0.064
Sakda,13/11/2009,0.053,0.068
Sakda,13/11/2009,0.056,0.069
Somchair,14/11/2009,0.018,0.024
Busarakhan,14/11/2009,0.05,0.063
Chai,16/11/2009,0.082,0.227
Chai,16/11/2009,0.092,0.2339
Chai,16/11/2009,0.096,0.2262
Tansanee,16/11/2009,0.0847,0.219
Achara,19/11/2009,0.2282,0.28
Decha,20/11/2009,0.038,0.124
Chai,21/11/2009,0.032,0.2284
Chai,21/11/2009,0.029,0.2307
Chai,21/11/2009,0.034,0.2301
Kohsoom,26/11/2009,0.038,0.096
Chai,29/11/2009,0.022,0.059
Chai,29/11/2009,0.025,0.063
Chai,29/11/2009,0.019,0.048
Chai,05/12/2009,0.036,0.2364
Chai,05/12/2009,0.036,0.2465
Chai,05/12/2009,0.037,0.2383
Kannika,05/12/2009,0.126,0.135
Kannika,05/12/2009,0.081,0.102
Kannika,05/12/2009,0.083,0.104
Sakda,05/12/2009,0.079,0.092
Sakda,05/12/2009,0.085,0.098
Sakda,05/12/2009,0.089,0.096
Tansanee,06/12/2009,0.0233,0.137
Kohsoom,10/12/2009,0.231,0.256
Achara,10/12/2009,0.0684,0.11
Decha,12/12/2009,0.031,0.086
Boonsri,13/12/2009,0.049,0.085
Boonsri,13/12/2009,0.031,0.065
Boonsri,13/12/2009,0.049,0.088
Chai,13/12/2009,0.061,0.0761
Chai,13/12/2009,0.063,0.0774
Chai,13/12/2009,0.056,0.0784
Somchair,19/12/2009,0.027,0.0314
Busarakhan,19/12/2009,0.019,0.0227
Chai,21/12/2009,0.028,0.0521
Chai,21/12/2009,0.03,0.0469
Chai,21/12/2009,0.034,0.0514
Kannika,10/01/2010,0.018,0.127
Kannika,10/01/2010,0.036,0.127
Kannika,10/01/2010,0.047,0.119
Sakda,10/01/2010,0.065,0.127
Sakda,10/01/2010,0.031,0.124
Sakda,10/01/2010,0.069,0.127
Tansanee,15/01/2010,0.066,0.113
Achara,16/01/2010,0.2,0.24
Decha,17/01/2010,0.049,0.071
Chai,17/01/2010,0.053,0.1016
Chai,17/01/2010,0.061,0.1129
Chai,17/01/2010,0.049,0.1007
Tansanee,23/01/2010,0.091,0.316
Somchair,24/01/2010,0.103,0.1645
Busarakhan,24/01/2010,0.049,0.1011
Boonsri,28/01/2010,0.049,0.1
Kohsoom,28/01/2010,0.0422,0.098
Chai,29/01/2010,0.034,0.05
Chai,29/01/2010,0.038,0.05
Chai,29/01/2010,0.038,0.05
Tansanee,07/02/2010,0.202,0.233
Kannika,07/02/2010,0.062,0.1101
Kannika,07/02/2010,0.051,0.1063
Kannika,07/02/2010,0.047,0.1215
Sakda,07/02/2010,0.268,0.3067
Sakda,07/02/2010,0.044,0.0747
Sakda,07/02/2010,0.217,0.2399
Achara,11/02/2010,0.15,0.2
Somchair,14/02/2010,0.031,0.0903
Busarakhan,14/02/2010,0.007,0.0273
Boonsri,18/02/2010,0.049,0.12
Boonsri,18/02/2010,0.013,0.059
Boonsri,18/02/2010,0.1,0.14
Kohsoom,18/02/2010,0.0538,0.113
Decha,19/02/2010,0.018,0.078
Achara,20/02/2010,0.1,0.12
Chai,20/02/2010,0.056,0.0985
Chai,20/02/2010,0.062,0.1062
Chai,20/02/2010,0.068,0.1006
Achara,21/02/2010,0.09,0.13
Tansanee,22/02/2010,0.088,0.377
Chai,28/02/2010,0.065,0.1184
Chai,28/02/2010,0.063,0.1475
Chai,28/02/2010,0.065,0.1189
Tansanee,05/03/2010,0.159,0.235
Tansanee,11/03/2010,0.02,0.114
Kannika,12/03/2010,0.029,0.0651
Kannika,12/03/2010,0.035,0.0643
Kannika,12/03/2010,0.033,0.044
Sakda,12/03/2010,0.035,0.0615
Sakda,12/03/2010,0.034,0.0611
Sakda,12/03/2010,0.035,0.0613
Achara,13/03/2010,0.16,0.33
Decha,18/03/2010,0.02,0.055
Chai,18/03/2010,0.034,0.0673
Chai,18/03/2010,0.018,0.0669
Chai,18/03/2010,0.015,0.0691
Achara,19/03/2010,0.1,0.12
Somchair,20/03/2010,0.042,0.069
Busarakhan,20/03/2010,0.019,0.031
Kohsoom,24/03/2010,0.398,0.446
Boonsri,25/03/2010,0.98,1.2
Boonsri,25/03/2010,0.8,0.98
Boonsri,25/03/2010,0.69,0.8
Tansanee,27/03/2010,0.024,0.126
Chai,28/03/2010,0.062,0.086
Chai,28/03/2010,0.062,0.086
Chai,28/03/2010,0.066,0.086
Achara,07/04/2010,0.14,0.14
Achara,08/04/2010,0.16,0.16
Kannika,08/04/2010,0.025,0.227
Kannika,08/04/2010,0.02,0.353
Kannika,08/04/2010,0.027,0.325
Sakda,08/04/2010,0.023,0.223
Sakda,08/04/2010,0.024,0.327
Sakda,08/04/2010,0.018,0.338
Achara,10/04/2010,0.25,0.25
Tansanee,11/04/2010,0.02,0.086
Achara,16/04/2010,0.29,0.29
Chai,16/04/2010,0.026,0.235
Chai,16/04/2010,0.025,0.199
Chai,16/04/2010,0.024,0.165
Decha,17/04/2010,0.03,0.114
Somchair,18/04/2010,0.043,0.1115
Busarakhan,18/04/2010,0.04,0.1479
Kohsoom,21/04/2010,0.0307,0.113
Boonsri,22/04/2010,0.038,0.075
Boonsri,22/04/2010,0.028,0.069
Boonsri,22/04/2010,0.04,0.07
Chai,23/04/2010,0.031,0.057
Chai,23/04/2010,0.04,0.067
Chai,23/04/2010,0.041,0.059
Tansanee,08/05/2010,0.02,0.071
Chai,09/05/2010,0.005,0.011
Chai,09/05/2010,0.005,0.014
Chai,09/05/2010,0.007,0.019
Kannika,14/05/2010,0.029,0.03
Kannika,14/05/2010,0.03,0.035
Kannika,14/05/2010,0.032,0.035
Sakda,14/05/2010,0.034,0.036
Sakda,14/05/2010,0.036,0.037
Sakda,14/05/2010,0.036,0.038
Achara,15/05/2010,0.09,0.15
Tansanee,15/05/2010,0.02,0.138
Boonsri,19/05/2010,0.005,0.14
Boonsri,19/05/2010,0.13,0.55
Boonsri,19/05/2010,0.22,0.43
Decha,19/05/2010,0.02,0.113
Achara,20/05/2010,0.15,0.36
Somchair,22/05/2010,0.01,0.015
Busarakhan,22/05/2010,0.01,0.017
Kohsoom,26/05/2010,0.024,0.065
Chai,29/05/2010,0.005,0.117
Chai,29/05/2010,0.005,0.077
Chai,29/05/2010,0.005,0.028
Tansanee,05/06/2010,0.02,0.323
Somchair,13/06/2010,0.005,0.044
Busarakhan,13/06/2010,0.005,0.068
Decha,17/06/2010,0.048,0.248
Achara,17/06/2010,0.11,0.17
Chai,17/06/2010,0.024,0.038
Chai,17/06/2010,0.044,0.052
Chai,17/06/2010,0.033,0.042
Kannika,19/06/2010,0.006,0.024
Kannika,19/06/2010,0.005,0.063
Kannika,19/06/2010,0.005,0.04
Sakda,19/06/2010,0.005,0.046
Sakda,19/06/2010,0.005,0.057
Sakda,19/06/2010,0.005,0.075
Boonsri,23/06/2010,0.035,0.12
Boonsri,23/06/2010,0.087,0.16
Boonsri,23/06/2010,0.14,0.2
Kohsoom,23/06/2010,0.014,0.042
Tansanee,24/06/2010,0.02,0.191
Achara,30/06/2010,0.09,0.13
Chai,30/06/2010,0.006,0.01
Chai,30/06/2010,0.005,0.01
Chai,30/06/2010,0.027,0.031
Achara,08/07/2010,0.11,0.2
Tansanee,09/07/2010,0.02,0.247
Chai,15/07/2010,0.005,0.099
Chai,15/07/2010,0.005,0.122
Chai,15/07/2010,0.005,0.099
Decha,16/07/2010,0.022,0.212
Achara,16/07/2010,0.22,0.45
Tansanee,16/07/2010,0.12,0.202
Kannika,18/07/2010,0.0087,0.06
Kannika,18/07/2010,0.005,0.05
Kannika,18/07/2010,0.005,0.05
Sakda,18/07/2010,0.005,0.059
Sakda,18/07/2010,0.005,0.054
Sakda,18/07/2010,0.005,0.064
Somchair,22/07/2010,0.044,0.045
Busarakhan,22/07/2010,0.005,0.034
Tansanee,22/07/2010,0.02,0.214
Chai,23/07/2010,0.005,0.093
Chai,23/07/2010,0.005,0.083
Chai,23/07/2010,0.005,0.075
Boonsri,24/07/2010,0.06,0.19
Boonsri,24/07/2010,0.11,0.17
Boonsri,24/07/2010,0.12,0.16
Kohsoom,28/07/2010,0.257,0.346
Tansanee,05/08/2010,0.042,0.309
Chai,11/08/2010,0.036,0.0368
Chai,11/08/2010,0.035,0.0372
Chai,11/08/2010,0.035,0.0358
Achara,12/08/2010,0.26,0.32
Tansanee,14/08/2010,0.075,0.155
Kannika,14/08/2010,0.034,0.08
Kannika,14/08/2010,0.035,0.077
Kannika,14/08/2010,0.035,0.079
Sakda,14/08/2010,0.036,0.073
Sakda,14/08/2010,0.037,0.06
Sakda,14/08/2010,0.037,0.055
Boonsri,18/08/2010,0.25,0.31
Boonsri,18/08/2010,0.29,0.33
Boonsri,18/08/2010,0.19,0.26
Achara,18/08/2010,0.45,0.55
Decha,21/08/2010,0.026,0.07
Chai,26/08/2010,0.005,0.051
Chai,26/08/2010,0.005,0.028
Chai,26/08/2010,0.005,0.042
Kohsoom,26/08/2010,0.018,0.066
Somchair,28/08/2010,0.005,0.043
Busarakhan,28/08/2010,0.005,0.037
Kannika,02/09/2010,0.005,0.029
Kannika,02/09/2010,0.005,0.053
Kannika,02/09/2010,0.005,0.031
Sakda,02/09/2010,0.01,0.065
Sakda,02/09/2010,0.013,0.066
Sakda,02/09/2010,0.013,0.066
Boonsri,03/09/2010,0.2,0.24
Boonsri,03/09/2010,0.24,0.33
Boonsri,03/09/2010,0.29,0.42
Chai,04/09/2010,0.005,0.038
Chai,04/09/2010,0.005,0.035
Chai,04/09/2010,0.005,0.039
Tansanee,05/09/2010,0.02,0.217
Achara,09/09/2010,0.16,0.58
Boonsri,10/09/2010,0.25,0.3
Boonsri,10/09/2010,0.22,0.27
Boonsri,10/09/2010,0.24,0.29
Tansanee,10/09/2010,0.02,0.156
Chai,12/09/2010,0.005,0.126
Chai,12/09/2010,0.005,0.093
Chai,12/09/2010,0.005,0.206
Decha,16/09/2010,0.052,0.056
Achara,17/09/2010,0.27,0.82
Boonsri,25/09/2010,0.042,0.07
Boonsri,25/09/2010,0.03,0.07
Boonsri,25/09/2010,0.062,0.08
Boonsri,29/09/2010,0.23,0.31
Boonsri,29/09/2010,0.13,0.2
Boonsri,29/09/2010,0.3,0.4
Kohsoom,29/09/2010,0.041,0.078
Somchair,30/09/2010,0.021,0.046
Busarakhan,30/09/2010,0.01,0.023
Tansanee,13/10/2010,0.066,0.284
Chai,13/10/2010,0.019,0.164
Chai,13/10/2010,0.019,0.134
Chai,13/10/2010,0.02,0.142
Achara,14/10/2010,0.45,0.69
Boonsri,15/10/2010,0.074,0.17
Boonsri,15/10/2010,0.1,0.15
Boonsri,15/10/2010,0.09,0.11
Tansanee,15/10/2010,0.07,0.22
Kannika,15/10/2010,0.008,0.049
Kannika,15/10/2010,0.007,0.045
Kannika,15/10/2010,0.006,0.046
Sakda,15/10/2010,0.01,0.065
Sakda,15/10/2010,0.01,0.069
Sakda,15/10/2010,0.009,0.058
Achara,16/10/2010,0.53,0.77
Decha,19/10/2010,0.118,0.202
Kohsoom,20/10/2010,0.058,0.122
Boonsri,21/10/2010,0.27,0.31
Boonsri,21/10/2010,0.28,0.36
Boonsri,21/10/2010,0.31,0.38
Achara,22/10/2010,0.14,0.17
Boonsri,28/10/2010,0.33,0.37
Boonsri,28/10/2010,0.33,0.35
Boonsri,28/10/2010,0.23,0.29
Somchair,29/10/2010,0.021,0.101
Busarakhan,29/10/2010,0.011,0.056
Chai,29/10/2010,0.032,0.106
Chai,29/10/2010,0.022,0.089
Chai,29/10/2010,0.037,0.117
Boonsri,04/11/2010,0.27,0.32
Boonsri,04/11/2010,0.33,0.36
Boonsri,04/11/2010,0.36,0.39
Kannika,09/11/2010,0.007,0.079
Kannika,09/11/2010,0.007,0.099
Kannika,09/11/2010,0.006,0.104
Sakda,10/11/2010,0.009,0.08
Sakda,10/11/2010,0.009,0.04
Sakda,10/11/2010,0.015,0.076
Boonsri,11/11/2010,0.36,0.48
Tansanee,12/11/2010,0.106,0.191
Achara,13/11/2010,0.28,0.3
Chai,13/11/2010,0.022,0.046
Chai,13/11/2010,0.022,0.049
Chai,13/11/2010,0.022,0.051
Boonsri,18/11/2010,0.14,0.18
Boonsri,18/11/2010,0.16,0.29
Boonsri,18/11/2010,0.16,0.28
Decha,18/11/2010,0.008,0.026
Achara,19/11/2010,0.46,0.57
Tansanee,19/11/2010,0.099,0.235
Boonsri,24/11/2010,0.37,0.4
Kohsoom,24/11/2010,0.034,0.097
Chai,26/11/2010,0.012,0.016
Chai,26/11/2010,0.012,0.018
Chai,26/11/2010,0.012,0.019
Somchair,27/11/2010,0.033,0.039
Busarakhan,27/11/2010,0.04,0.044
Chai,28/11/2010,0.018,0.038
Chai,28/11/2010,0.017,0.029
Chai,28/11/2010,0.017,0.035
Boonsri,03/12/2010,0.22,0.37
Boonsri,03/12/2010,0.12,0.25
Boonsri,03/12/2010,0.64,0.81
Tansanee,04/12/2010,0.096,0.197
Boonsri,09/12/2010,0.17,0.31
Boonsri,09/12/2010,0.14,0.29
Boonsri,09/12/2010,0.23,0.39
Somchair,09/12/2010,0.036,0.112
Busarakhan,09/12/2010,0.031,0.101
Achara,10/12/2010,0.21,0.22
Achara,11/12/2010,0.29,0.31
Chai,11/12/2010,0.032,0.104
Chai,11/12/2010,0.028,0.091
Chai,11/12/2010,0.022,0.074
Kannika,11/12/2010,0.014,0.051
Kannika,11/12/2010,0.015,0.05
Kannika,11/12/2010,0.018,0.06
Sakda,11/12/2010,0.014,0.047
Sakda,11/12/2010,0.017,0.055
Sakda,11/12/2010,0.022,0.071
Chai,15/12/2010,0.027,0.091
Chai,15/12/2010,0.022,0.07
Chai,15/12/2010,0.02,0.065
Kohsoom,15/12/2010,0.04,0.085
Boonsri,16/12/2010,0.018,0.11
Decha,16/12/2010,0.03,0.109
Chai,18/12/2010,0.026,0.084
Chai,18/12/2010,0.035,0.107
Chai,18/12/2010,0.024,0.08
Boonsri,06/01/2011,0.21,0.43
Boonsri,06/01/2011,0.23,0.38
Boonsri,06/01/2011,0.26,0.49
Sakda,13/01/2011,0.033,0.072
Sakda,13/01/2011,0.042,0.069
Sakda,13/01/2011,0.033,0.074
Chai,14/01/2011,0.049,0.116
Chai,14/01/2011,0.049,0.114
Chai,14/01/2011,0.049,0.109
Kannika,15/01/2011,0.064,0.086
Kannika,15/01/2011,0.064,0.09
Kannika,15/01/2011,0.064,0.083
Boonsri,20/01/2011,0.32,0.53
Boonsri,20/01/2011,0.44,0.6
Boonsri,20/01/2011,0.36,0.57
Decha,21/01/2011,0.012,0.106
Achara,21/01/2011,0.028,0.075
Achara,22/01/2011,0.075,0.12
Chai,26/01/2011,0.042,0.136
Chai,26/01/2011,0.042,0.141
Chai,26/01/2011,0.042,0.145
Kohsoom,26/01/2011,0.054,0.096
Tansanee,29/01/2011,0.077,0.132
Somchair,30/01/2011,0,0.164
Busarakhan,30/01/2011,0.05,0.156
Boonsri,04/02/2011,0.16,0.2
Boonsri,04/02/2011,0.15,0.17
Boonsri,04/02/2011,0.2,0.24
Kannika,10/02/2011,0.034,0.08
Kannika,10/02/2011,0.035,0.077
Kannika,10/02/2011,0.035,0.079
Sakda,10/02/2011,0.055,0.106
Sakda,10/02/2011,0.055,0.142
Sakda,10/02/2011,0.055,0.105
Achara,11/02/2011,0.061,0.056
Chai,11/02/2011,0.081,0.162
Chai,11/02/2011,0.081,0.169
Chai,11/02/2011,0.081,0.16
Kannika,12/02/2011,0,0.093
Kannika,12/02/2011,0,0.09
Kannika,12/02/2011,0,0.093
Tansanee,13/02/2011,0.096,0.144
Boonsri,17/02/2011,0.27,0.3
Boonsri,17/02/2011,0.18,0.22
Boonsri,17/02/2011,0.19,0.23
Achara,18/02/2011,0.063,0.157
Tansanee,18/02/2011,0.065,0.355
Chai,18/02/2011,0.038,0.064
Chai,18/02/2011,0.038,0.058
Chai,18/02/2011,0.038,0.065
Decha,19/02/2011,0.033,0.212
Kohsoom,25/02/2011,0.03,0.07
Somchair,26/02/2011,0.013,0.038
Busarakhan,26/02/2011,0.037,0.052
Tansanee,04/03/2011,0.091,0.188
Chai,09/03/2011,0.014,0.038
